"id","parentId","iNaturalistTaxonName","commonName","rank","iNaturalistTaxonImage","scientificName","introduction_status","reportingStatus","infrataxon_status","provincial_concern","provenance_status","solow_EP","species","subspecies","variety","nameStatus","inSummary"
49371,47161,Scirpus,"Scirpus Bulrushes",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12835/medium.jpg,,,,,,,0,,,,,
49398,133387,Kalmia,"mountain-laurels",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/241052591/medium.jpg,,,,,,,0,,,,,
49477,49478,Monotropa uniflora,"Ghost Pipe",species,https://inaturalist-open-data.s3.amazonaws.com/photos/4319833/medium.jpeg,Monotropa uniflora,native,confirmed,non-infrataxon,secure,voucher,0,uniflora,,,accepted,1
49487,133387,Rhododendron,"rhododendrons and azaleas",genus,https://static.inaturalist.org/photos/132769155/medium.jpg,,,,,,,0,,,,,
49869,48231,Caltha,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3274593/medium.jpg,,,,,,,0,,,,,
49871,48231,Actaea,"baneberries and cohoshes",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/41899028/medium.jpeg,,,,,,,0,,,,,
49877,48231,Clematis,"Clematis and leatherflowers",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/25083605/medium.jpeg,,,,,,,0,,,,,
49917,47781,Sisyrinchium,"blue-eyed grasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/27294024/medium.jpg,,,,,,,0,,,,,
50204,47604,Bidens,"Beggarticks",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/78688129/medium.jpg,,,,,,,0,,,,,
50249,47599,Maianthemum,"mayflowers and false Solomon's seals",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/80170/medium.jpg,,,,,,,0,,,,,
50321,47122,Lathyrus,"sweet peas and vetchlings",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/91675201/medium.jpg,,,,,,,0,,,,,
50619,47328,Fritillaria,"Fritillaries",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6272/medium.jpg,,,,,,,0,,,,,
50641,48516,Solanum,"nightshades",genus,https://static.inaturalist.org/photos/5299629/medium.jpeg,,,,,,,0,,,,,
50921,47599,Muscari,"Grape hyacinths",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/49812279/medium.jpeg,,,,,,,0,,,,,
51046,51047,Arbutus menziesii,"Pacific madrone",species,https://inaturalist-open-data.s3.amazonaws.com/photos/8268086/medium.jpg,Arbutus menziesii,native,confirmed,non-infrataxon,secure,voucher,0,menziesii,,,accepted,1
51080,51079,Toxicodendron diversilobum,"Pacific poison oak",species,https://static.inaturalist.org/photos/14897857/medium.jpeg,Toxicodendron diversilobum,native,confirmed,non-infrataxon,concern,no_voucher,0.031,diversilobum,,,accepted,1
51148,47148,Crataegus,"hawthorns",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/76382616/medium.jpg,,,,,,,0,,,,,
51229,48623,Stachys,"Hedgenettles",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/45199648/medium.jpeg,,,,,,,0,,,,,
51607,55849,Galanthus,"snowdrops",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/112148867/medium.jpg,,,,,,,0,,,,,
51655,51656,Tellima grandiflora,"fringe cups",species,https://inaturalist-open-data.s3.amazonaws.com/photos/143999155/medium.jpg,Tellima grandiflora,native,confirmed,non-infrataxon,secure,no_voucher,0,grandiflora,,,accepted,1
51742,48699,Aegopodium,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/119193/medium.jpg,,,,,,,0,,,,,
51811,47122,Laburnum,"Laburnums",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12186994/medium.jpg,,,,,,,0,,,,,
51876,47122,Trifolium,"clovers",genus,https://static.inaturalist.org/photos/187688592/medium.jpg,,,,,,,0,,,,,
52118,52117,Pterospora andromedea,"woodland pinedrops",species,https://inaturalist-open-data.s3.amazonaws.com/photos/113501396/medium.jpeg,Pterospora andromedea,native,new 2021,non-infrataxon,secure,no_voucher,0.008,andromedea,,,accepted,1
52195,48567,Silene,"Catchflies",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/9522/medium.jpg,,,,,,,0,,,,,
52472,47122,Vicia,"Vetches",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/51639903/medium.jpg,,,,,,,0,,,,,
52504,47332,Papaver,"Poppies",genus,https://static.inaturalist.org/photos/18288854/medium.jpg,,,,,,,0,,,,,
52617,52327,Salicornia,"pickleweeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2774880/medium.JPG,,,,,,,0,,,,,
52672,47753,Dryopteris,"wood ferns",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/133824012/medium.jpg,,,,,,,0,,,,,
52677,48437,Pentagramma,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/10360182/medium.jpg,,,,,,,0,,,,,
52680,52679,Polypodium,"polypody ferns",genus,https://static.inaturalist.org/photos/375942266/medium.jpeg,,,,,,,0,,,,,
52701,47434,Bromus,"bromes",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/271464058/medium.jpg,,,,,,,0,,,,,
52724,47746,Equisetum arvense,"field horsetail",species,https://inaturalist-open-data.s3.amazonaws.com/photos/72597295/medium.jpg,Equisetum arvense,native,confirmed,non-infrataxon,secure,voucher,0,arvense,,,accepted,1
52803,47434,Melica,"melicgrasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/20894945/medium.jpeg,,,,,,,0,,,,,
52836,48699,Angelica,"angelicas",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/367447501/medium.jpeg,,,,,,,0,,,,,
52971,52972,Epilobium brachycarpum,"panicled willowherb",species,https://inaturalist-open-data.s3.amazonaws.com/photos/320668528/medium.jpeg,Epilobium brachycarpum,native,confirmed,non-infrataxon,secure,no_voucher,0,brachycarpum,,,accepted,1
52973,50853,Cerastium glomeratum,"Sticky mouse-ear chickweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/364232762/medium.jpg,Cerastium glomeratum,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,glomeratum,,,accepted,1
52994,52995,Claytonia perfoliata,"miner's lettuce",species,https://inaturalist-open-data.s3.amazonaws.com/photos/182808852/medium.jpeg,Claytonia perfoliata,native,confirmed,non-infrataxon,secure,unknown,0,perfoliata,,,accepted,1
52999,48699,Conium,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5169/medium.jpg,,,,,,,0,,,,,
53022,52345,Convolvulus,"bindweeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/32864798/medium.jpg,,,,,,,0,,,,,
53050,52972,Epilobium ciliatum,"fringed willowherb",species,https://inaturalist-open-data.s3.amazonaws.com/photos/296254377/medium.jpg,Epilobium ciliatum,native,confirmed,non-infrataxon,secure,voucher,0,ciliatum,,,accepted,1
53060,47693,Galium,"bedstraws",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/30968909/medium.jpg,,,,,,,0,,,,,
53136,47604,Madia,"tarweeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17593/medium.jpg,,,,,,,0,,,,,
53141,47604,Anisocarpus,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5245/medium.jpg,,,,,,,0,,,,,
53152,47122,Medicago,"medicks",genus,https://static.inaturalist.org/photos/114442803/medium.jpg,,,,,,,0,,,,,
53196,48382,Rumex,"docks and sorrels",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14989/medium.jpg,,,,,,,0,,,,,
53202,48699,Sanicula,"sanicles",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/15406/medium.jpg,,,,,,,0,,,,,
53368,53373,Corylus cornuta californica,"California hazelnut",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/295770866/medium.jpg,Corylus cornuta ssp. californica,native,new 2016,infrataxon,secure,no_voucher,0,cornuta,Corylus cornuta californica,,accepted,1
53376,47148,Cotoneaster,"Cotoneasters",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/87746968/medium.jpeg,,,,,,,0,,,,,
53415,47148,Holodiscus,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5390/medium.jpg,,,,,,,0,,,,,
53420,47148,Oemleria,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5409/medium.jpg,,,,,,,0,,,,,
53438,47148,Rosa,"roses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/128386918/medium.jpeg,,,,,,,0,,,,,
53449,47130,Ribes divaricatum divaricatum,"",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/70367393/medium.jpeg,Ribes divaricatum var. divaricatum,native,confirmed,infrataxon,secure,no_voucher,0,divaricatum,,Ribes divaricatum divaricatum,accepted,1
53456,48528,Symphoricarpos mollis,"creeping snowberry",species,https://inaturalist-open-data.s3.amazonaws.com/photos/123050688/medium.jpg,Symphoricarpos mollis,native,confirmed,non-infrataxon,secure,no_voucher,0,mollis,,,accepted,1
53597,55849,Narcissus,"daffodils",genus,https://static.inaturalist.org/photos/119190821/medium.jpg,,,,,,,0,,,,,
53787,47332,Fumaria,"Fumitories",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/199736592/medium.jpeg,,,,,,,0,,,,,
53856,53854,Ilex aquifolium,"European holly",species,https://inaturalist-open-data.s3.amazonaws.com/photos/117929954/medium.jpg,Ilex aquifolium,exotic,confirmed,non-infrataxon,unknown,voucher,0,aquifolium,,,accepted,1
54500,47148,Malus,"apples and crabapples",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14004/medium.jpg,,,,,,,0,,,,,
54604,48623,Marrubium,"Horehounds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/10810/medium.jpg,,,,,,,0,,,,,
54663,54664,Hemitomes congestum,"gnome plant",species,https://inaturalist-open-data.s3.amazonaws.com/photos/8521583/medium.jpeg,Hemitomes congestum,native,reported,non-infrataxon,secure,no_voucher,0,congestum,,,accepted,1
54840,47566,Populus tremuloides,"quaking aspen",species,https://inaturalist-open-data.s3.amazonaws.com/photos/26648317/medium.jpeg,Populus tremuloides,native,confirmed,non-infrataxon,secure,no_voucher,0,tremuloides,,,accepted,1
55343,48699,Lomatium,"Biscuitroots",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/8867/medium.jpg,,,,,,,0,,,,,
55460,48623,Lamium,"deadnettles and archangels",genus,https://static.inaturalist.org/photos/138606452/medium.jpeg,,,,,,,0,,,,,
55461,50651,Nemophila pedunculata,"Meadow Baby-blue-eyes",species,https://inaturalist-open-data.s3.amazonaws.com/photos/268062265/medium.jpeg,Nemophila pedunculata,native,confirmed,non-infrataxon,secure,unknown,0,pedunculata,,,accepted,1
55667,55677,Sagina procumbens,"Procumbent Pearlwort",species,https://static.inaturalist.org/photos/122935534/medium.jpeg,Sagina procumbens,exotic,confirmed,non-infrataxon,unknown,voucher,0,procumbens,,,accepted,1
55727,55728,Cymbalaria muralis,"Ivy-leaved toadflax",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3555545/medium.JPG,Cymbalaria muralis,exotic,new 2019,non-infrataxon,unknown,no_voucher,0,muralis,,,accepted,1
55730,55731,Spergularia rubra,"Red Sand Spurrey",species,https://inaturalist-open-data.s3.amazonaws.com/photos/63647774/medium.jpg,Spergularia rubra,exotic,confirmed,non-infrataxon,unknown,voucher,0,rubra,,,accepted,1
55735,51890,Sedum,"stonecrops",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/137304118/medium.jpeg,,,,,,,0,,,,,
55751,47148,Geum,"avens",genus,https://static.inaturalist.org/photos/28198687/medium.jpg,,,,,,,0,,,,,
55752,55754,Valerianella locusta,"common cornsalad",species,https://inaturalist-open-data.s3.amazonaws.com/photos/74123736/medium.jpeg,Valerianella locusta,exotic,new 2020,non-infrataxon,unknown,unknown,0,locusta,,,accepted,1
55767,52995,Claytonia sibirica,"Candy Flower",species,https://inaturalist-open-data.s3.amazonaws.com/photos/104700784/medium.jpg,Claytonia sibirica,native,confirmed,non-infrataxon,secure,no_voucher,0,sibirica,,,accepted,1
55820,48064,Primula,"Primroses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/64504107/medium.jpg,,,,,,,0,,,,,
55882,55883,Hedera helix,"common ivy",species,https://inaturalist-open-data.s3.amazonaws.com/photos/38428455/medium.jpeg,Hedera helix,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,helix,,,accepted,1
55978,48797,Malva,"Mallows",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/7691700/medium.jpg,,,,,,,0,,,,,
56002,53030,Dipsacus fullonum,"wild teasel",species,https://static.inaturalist.org/photos/4385824/medium.jpg,Dipsacus fullonum,exotic,new 2017,non-infrataxon,unknown,no_voucher,0.024,fullonum,,,accepted,1
56031,52345,Calystegia,"false bindweeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/58969509/medium.jpeg,,,,,,,0,,,,,
56089,47122,Robinia,"Locust Trees",genus,https://static.inaturalist.org/photos/146377889/medium.jpeg,,,,,,,0,,,,,
56095,47599,Hyacinthoides,"Bluebells",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/34750997/medium.jpg,,,,,,,0,,,,,
56099,56100,Ajuga reptans,"carpet bugle",species,https://inaturalist-open-data.s3.amazonaws.com/photos/28863996/medium.jpeg,Ajuga reptans,exotic,new 2013,non-infrataxon,unknown,no_voucher,0,reptans,,,accepted,1
56138,47599,Ornithogalum,"star-of-Bethlehem",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/53046914/medium.jpeg,,,,,,,0,,,,,
56175,48150,Echium,"Viper's-buglosses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17865712/medium.jpg,,,,,,,0,,,,,
56234,56235,Centaurium,"Centauries",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/109916552/medium.jpeg,,,,,,,0,,,,,
56839,48699,Perideridia,"yampahs",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/22636/medium.jpg,,,,,,,0,,,,,
56855,47604,Adenocaulon,"trailplants",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/46132350/medium.jpg,,,,,,,0,,,,,
57005,57006,Spergula arvensis,"Corn spurrey",species,https://inaturalist-open-data.s3.amazonaws.com/photos/62210573/medium.jpeg,Spergula arvensis,exotic,confirmed,non-infrataxon,unknown,voucher,0.362,arvensis,,,accepted,1
57007,49389,Stellaria nitens,"shining chickweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/195838589/medium.jpg,Stellaria nitens,native,confirmed,non-infrataxon,secure,unknown,0,nitens,,,accepted,1
57022,47161,Eleocharis,"spikerushes",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/33564882/medium.jpeg,,,,,,,0,,,,,
57067,47122,Melilotus,"melilots and sweetclovers",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11727/medium.jpg,,,,,,,0,,,,,
57126,51753,Brodiaea coronaria,"crown brodiaea",species,https://inaturalist-open-data.s3.amazonaws.com/photos/96888150/medium.jpeg,Brodiaea coronaria,native,confirmed,non-infrataxon,secure,voucher,0,coronaria,,,accepted,1
57132,51086,Triteleia hyacinthina,"white brodiaea",species,https://inaturalist-open-data.s3.amazonaws.com/photos/212604100/medium.jpeg,Triteleia hyacinthina,native,confirmed,non-infrataxon,secure,voucher,0,hyacinthina,,,accepted,1
57149,52972,Epilobium densiflorum,"denseflower willowherb",species,https://static.inaturalist.org/photos/42287785/medium.jpg,Epilobium densiflorum,native,new 2016,non-infrataxon,concern,unknown,0,densiflorum,,,accepted,1
57150,52972,Epilobium minutum,"little willowherb",species,https://inaturalist-open-data.s3.amazonaws.com/photos/121052854/medium.jpeg,Epilobium minutum,native,confirmed,non-infrataxon,secure,voucher,0,minutum,,,accepted,1
57166,47434,Danthonia,"Oatgrasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11803/medium.jpg,,,,,,,0,,,,,
57251,47148,Physocarpus,"ninebarks",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/20478/medium.jpg,,,,,,,0,,,,,
57276,50793,Triphysaria pusilla,"dwarf owl's-clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/464624719/medium.jpeg,Triphysaria pusilla,native,confirmed,non-infrataxon,secure,no_voucher,0.016,pusilla,,,accepted,1
57283,57286,Centranthus ruber,"Red Valerian",species,https://inaturalist-open-data.s3.amazonaws.com/photos/524544102/medium.jpg,Centranthus ruber,exotic,new 2019,non-infrataxon,unknown,no_voucher,0.008,ruber,,,accepted,1
57287,57285,Plectritis macrocera,"Longhorn Seablush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/481001266/medium.jpg,Plectritis macrocera,native,reported,non-infrataxon,secure,unknown,0,macrocera,,,accepted,1
57353,50651,Nemophila parviflora,"small-flowered nemophila",species,https://static.inaturalist.org/photos/72018448/medium.jpg,Nemophila parviflora,native,confirmed,non-infrataxon,secure,no_voucher,0,parviflora,,,accepted,1
57863,47161,Rhynchospora,"Beaksedges",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/50977623/medium.jpg,,,,,,,0,,,,,
57867,57869,Spirodela polyrhiza,"greater duckweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/8810628/medium.jpeg,Spirodela polyrhiza,native,confirmed,non-infrataxon,secure,no_voucher,0.023,polyrhiza,,,accepted,1
58112,52327,Atriplex,"Saltbushes",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/23926689/medium.jpg,,,,,,,0,,,,,
58294,52995,Claytonia parviflora,"Streambank Springbeauty",species,https://inaturalist-open-data.s3.amazonaws.com/photos/38183522/medium.jpeg,Claytonia parviflora,native,confirmed,non-infrataxon,secure,no_voucher,0.031,parviflora,,,accepted,1
58307,48231,Myosurus,"Mousetail",genus,https://static.inaturalist.org/photos/191268659/medium.jpg,,,,,,,0,,,,,
58346,47161,Bolboschoenus,"Clubrushes",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/85389480/medium.jpg,,,,,,,0,,,,,
58728,49289,Berberis,"Barberries",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/48462428/medium.jpg,,,,,,,0,,,,,
58736,47148,Pyrus,"pears",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/19086/medium.jpg,,,,,,,0,,,,,
59013,47324,Collinsia parviflora,"small-flowered blue-eyed mary",species,https://inaturalist-open-data.s3.amazonaws.com/photos/184717231/medium.jpg,Collinsia parviflora,native,confirmed,non-infrataxon,secure,no_voucher,0,parviflora,,,accepted,1
59029,56165,Verbascum thapsus,"great mullein",species,https://static.inaturalist.org/photos/44885369/medium.jpg,Verbascum thapsus,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,thapsus,,,accepted,1
59076,54519,Lemna minuta,"Least Duckweed",species,https://static.inaturalist.org/photos/9512478/medium.jpg,Lemna minuta,unknown,confirmed,non-infrataxon,concern,unknown,0,minuta,,,accepted,1
59087,49650,Toxicoscordion venenosum,"Meadow Deathcamas",species,https://inaturalist-open-data.s3.amazonaws.com/photos/41881907/medium.jpg,Toxicoscordion venenosum,native,confirmed,non-infrataxon,secure,unknown,0,venenosum,,,accepted,1
59986,49478,Monotropa hypopitys,"pinesap",species,https://inaturalist-open-data.s3.amazonaws.com/photos/14046/medium.jpg,Monotropa hypopitys,native,reported,non-infrataxon,secure,voucher,0,hypopitys,,,accepted,1
60001,48567,Dianthus,"carnations",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/141115670/medium.jpg,,,,,,,0,,,,,
60126,48699,Cicuta,"water hemlocks",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14180/medium.jpg,,,,,,,0,,,,,
60128,48699,Oenanthe,"Water-dropworts",genus,https://static.inaturalist.org/photos/280545779/medium.jpg,,,,,,,0,,,,,
60221,50339,Ludwigia palustris,"Water Purslane",species,https://inaturalist-open-data.s3.amazonaws.com/photos/425242/medium.jpg,Ludwigia palustris,native,confirmed,non-infrataxon,secure,unknown,0,palustris,,,accepted,1
60476,60479,Armeria maritima,"Sea Thrift",species,https://static.inaturalist.org/photos/176790677/medium.jpeg,Armeria maritima,exotic,new 2017,non-infrataxon,secure,unknown,0,maritima,,,accepted,1
60848,47332,Meconella,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/15087/medium.jpg,,,,,,,0,,,,,
61064,47434,Glyceria,"Sweet Grasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/87781838/medium.jpeg,,,,,,,0,,,,,
61470,60092,Rhinanthus minor,"Yellow Rattle",species,https://inaturalist-open-data.s3.amazonaws.com/photos/15760/medium.jpg,Rhinanthus minor,native,reported,non-infrataxon,secure,no_voucher,0.016,minor,,,accepted,1
61884,61885,Moehringia macrophylla,"Largeleaf Sandwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3908325/medium.jpg,Moehringia macrophylla,native,confirmed,non-infrataxon,secure,no_voucher,0.031,macrophylla,,,accepted,1
61948,49389,Stellaria graminea,"lesser stitchwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/293247158/medium.jpeg,Stellaria graminea,exotic,new 2015,non-infrataxon,unknown,unknown,0,graminea,,,accepted,1
62206,48797,Alcea,"hollyhocks",genus,https://static.inaturalist.org/photos/153872572/medium.jpg,,,,,,,0,,,,,
62256,47217,Neottia,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/33732/medium.jpg,,,,,,,0,,,,,
62379,51890,Sempervivum,"houseleeks",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/64309210/medium.jpeg,,,,,,,0,,,,,
62481,62482,Allotropa virgata,"sugarstick",species,https://inaturalist-open-data.s3.amazonaws.com/photos/596570317/medium.jpg,Allotropa virgata,native,confirmed,non-infrataxon,secure,voucher,0.018,virgata,,,accepted,1
63690,54262,Abies grandis,"grand fir",species,https://inaturalist-open-data.s3.amazonaws.com/photos/83838154/medium.jpeg,Abies grandis,native,confirmed,non-infrataxon,secure,no_voucher,0,grandis,,,accepted,1
63910,48257,Pseudotsuga menziesii menziesii,"Coast Douglas-fir",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/641410/medium.jpg,Pseudotsuga menziesii var. menziesii,native,confirmed,infrataxon,secure,no_voucher,0,menziesii,,Pseudotsuga menziesii menziesii,accepted,1
64276,47434,Phragmites,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2676655/medium.jpg,,,,,,,0,,,,,
64293,64292,Triodanis perfoliata,"clasping Venus's looking glass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/7717458/medium.jpg,Triodanis perfoliata,native,reported,non-infrataxon,secure,unknown,0,perfoliata,,,accepted,1
64336,47122,Acmispon,"deervetch",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/72627742/medium.jpg,,,,,,,0,,,,,
68008,48699,Smyrnium,"Alexanders",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/24104/medium.jpg,,,,,,,0,,,,,
68049,47179,Arctostaphylos uva-ursi,"bearberry",species,https://static.inaturalist.org/photos/181302737/medium.jpeg,Arctostaphylos uva-ursi,native,confirmed,non-infrataxon,secure,voucher,0,uva-ursi,,,accepted,1
71943,49289,Achlys,"",genus,https://static.inaturalist.org/photos/121126/medium.JPG,,,,,,,0,,,,,
72105,47161,Dulichium,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/85982806/medium.jpeg,,,,,,,0,,,,,
72113,133387,Empetrum,"crowberries",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/53111037/medium.jpeg,,,,,,,0,,,,,
72122,47161,Eriophorum,"Cottongrasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/102764/medium.jpg,,,,,,,0,,,,,
72290,48699,Petroselinum,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2869732/medium.JPG,,,,,,,0,,,,,
75505,47179,Arctostaphylos columbiana,"hairy manzanita",species,https://inaturalist-open-data.s3.amazonaws.com/photos/814361/medium.jpg,Arctostaphylos columbiana,native,confirmed,non-infrataxon,secure,voucher,0,columbiana,,,accepted,1
75916,64571,Buddleja davidii,"Butterfly bush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/87998902/medium.jpg,Buddleja davidii,exotic,confirmed,non-infrataxon,unknown,voucher,0,davidii,,,accepted,1
75935,58096,Callitriche heterophylla,"Large Water-starwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/30624364/medium.jpg,Callitriche heterophylla,native,confirmed,infrataxon,secure,unknown,0,heterophylla,,,accepted,1
75991,48596,Campanula scouleri,"scouler's harebell",species,https://inaturalist-open-data.s3.amazonaws.com/photos/1707988/medium.jpg,Campanula scouleri,native,confirmed,non-infrataxon,secure,unknown,0,scouleri,,,accepted,1
76197,49674,Ceanothus sanguineus,"redstem ceanothus",species,https://inaturalist-open-data.s3.amazonaws.com/photos/340465/medium.jpg,Ceanothus sanguineus,native,reported,non-infrataxon,secure,no_voucher,0.032,sanguineus,,,accepted,1
76409,47324,Collinsia grandiflora,"Giant Blue-eyed Mary",species,https://inaturalist-open-data.s3.amazonaws.com/photos/367713449/medium.jpg,Collinsia grandiflora,native,confirmed,non-infrataxon,secure,no_voucher,0,grandiflora,,,accepted,1
76447,47193,Cornus nuttallii,"Pacific Dogwood",species,https://inaturalist-open-data.s3.amazonaws.com/photos/22606935/medium.jpeg,Cornus nuttallii,native,confirmed,non-infrataxon,secure,voucher,0,nuttallii,,,accepted,1
76831,52972,Epilobium hallianum,"Hall's willowherb",species,https://inaturalist-open-data.s3.amazonaws.com/photos/413039245/medium.jpeg,Epilobium hallianum,native,new 2022,non-infrataxon,secure,unknown,0,hallianum,,,accepted,1
76835,52972,Epilobium leptophyllum,"Linear-leaf Willowherb",species,https://inaturalist-open-data.s3.amazonaws.com/photos/13858541/medium.jpg,Epilobium leptophyllum,native,new 2022,non-infrataxon,secure,unknown,0,leptophyllum,,,accepted,1
77156,53424,Frangula purshiana,"Cascara",species,https://inaturalist-open-data.s3.amazonaws.com/photos/70995836/medium.jpg,Frangula purshiana,native,confirmed,non-infrataxon,secure,no_voucher,0,purshiana,,,accepted,1
77422,72177,Hippuris vulgaris,"Common Mare's Tail",species,https://inaturalist-open-data.s3.amazonaws.com/photos/50186912/medium.jpg,Hippuris vulgaris,native,new 2017,non-infrataxon,secure,voucher,0.225,vulgaris,,,accepted,1
77611,72206,Kopsiopsis hookeri,"small ground-cone",species,https://inaturalist-open-data.s3.amazonaws.com/photos/814356/medium.jpg,Kopsiopsis hookeri,native,new 2015,non-infrataxon,secure,voucher,0,hookeri,,,accepted,1
77655,54519,Lemna trisulca,"Ivy-leaved Duckweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/7955723/medium.jpeg,Lemna trisulca,native,confirmed,non-infrataxon,secure,unknown,0,trisulca,,,accepted,1
77656,54519,Lemna turionifera,"turion duckweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/92986688/medium.jpeg,Lemna turionifera,native,new 2017,non-infrataxon,secure,unknown,0,turionifera,,,accepted,1
77789,50800,Lithophragma glabrum,"Bulbous woodland star",species,https://inaturalist-open-data.s3.amazonaws.com/photos/467905882/medium.jpeg,Lithophragma glabrum,native,confirmed,non-infrataxon,secure,unknown,0,glabrum,,,accepted,1
77791,50800,Lithophragma parviflorum,"smallflower woodland star",species,https://inaturalist-open-data.s3.amazonaws.com/photos/385035827/medium.jpg,Lithophragma parviflorum,native,confirmed,non-infrataxon,secure,unknown,0,parviflorum,,,accepted,1
78088,72240,Moenchia erecta,"Upright Chickweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/236895552/medium.jpeg,Moenchia erecta,exotic,new 2020,non-infrataxon,unknown,unknown,0,erecta,,,accepted,1
